pdf,page,category,confidence,text
44149 - VS 22 LOW IT-EN 1.pdf,154,maintenance_service,1.0,"any means or support is prohibited without written authorisation by the Manufacturer. The Manufacturer reserves the right to prosecute any unauthorised reproductions and/or disclosures in the ways and within the times established by current laws. 1.4 Update of the Instruction Manual The Manual reflects the state of the art at the time the machine was placed on the market. The Manufacturer is committed to a policy of continuous improvement and evolution of its machines. This may lead to the release to the market of new models and/or to the redesign of existing models to increase performance capabilities. This in no way entails the obligation to update previous products and the related use and Maintenance Manuals. In accordance with its policy of continuous improvement, the Manufacturer reserves the right to make changes to the contents of this Manual without the obligation"
44149 - VS 22 LOW IT-EN 1.pdf,154,troubleshooting_repair,0.4545,to communicate it in advance. NOTICE It is not permitted to use the information in this Manual to make claims on previously supplied machines. The Manufacturer is available to receive reports and/or feedback from customers. 1.5 Regulatory compliance Machines intended for European Community countries comply with applicable EU Directives and are accompanied by the CE Declaration of Conformity. · 2006/42/EC Machinery Directive · 2014/30/EU Electromagnetic Compatibility Directive · 2014/35/EU Low Voltage Directive · 2000/14/EC Outdoor Noise Emission Directive · Stage V - European Regulation (EU) 2016/1628 Internal combustion engine emissions for stationary and mobile machines · UNI EN ISO 12100:2010 · UNI EN ISO 8528-13:2016 This manual is the property of MASE GENERATORS S.P .A.
44149 - VS 22 LOW IT-EN 1.pdf,155,alarms_controls,0.5,"GENERAL INFORMATION Original instructions in Italian Code: 44149 9 1.6 Consultation methods The Manual is organised into chapters, which logically bring together the information necessary to carry out interventions in safe conditions. Each chapter is organised into paragraphs covering specific topics. Each paragraph can be divided into several subparagraphs to clarify and/or delve into particular aspects. Example of organisation of a chapter X Chapter heading (e.g. “3 Description and T echnical Information”) X.X Title of the paragraph (e.g. “3.3 General Description”) X.X.X Subtitle heading (e.g. “3.3.1 Main Components”) Consult the summary at the beginning of the Manual to easily find the topics of interest. An icon (for example ) may appear in some paragraphs to indicate the professional figure authorised to carry out the procedure/intervention described. In some cases a number may appear next to the icon (for example, 1)."
44149 - VS 22 LOW IT-EN 1.pdf,155,safety,0.8571,"The number indicates the quantity of operators/technicians required to carry out the procedure/intervention correctly and safely. For information on the professional figures associated with the icons and their related tasks, see 1.7 - Personnel qualification . The following symbols have been used to highlight particularly important information or warnings. DANGER The symbol indicates seriously hazardous situations which, if not avoided, could result in serious personal injury or death. WARNING The symbol indicates potentially dangerous situations which, if not avoided, could result in serious personal injury. ATTENTION The symbol indicates potentially dangerous situations which, if not avoided, could result in moderately serious injuries or damage to machinery. NOTICE The symbol indicates particularly relevant technical information. SAFETY INSTRUCTIONS The symbol indicates information of particular importance for safety purposes. This manual is the property of MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,156,installation,0.4,"GENERAL INFORMATION 10 Rev.: 1 Original instructions in Italian 1.7 Personnel qualification The personnel authorised to interact with the machine must possess the skills, knowledge and qualifications required in the specific sector of intervention. Personnel must possess the psycho-physical requirements required to carry out their tasks, and must be aware of the risks associated with using the machine. Personnel must only carry out the tasks within their competence, in compliance with current laws regarding safety in the workplace. OPERATOR: Personnel appropriately trained in and instructed on the use of the machine. The operator can use the machine and perform simple adjustments. The operator IS NOT QUALIFIED to carry out maintenance interventions. HANDLING OPERATIONS TECHNICIAN: Appropriately trained and prepared personnel, authorised to transport and handle the machine with the use of compliant vehicles of adequate capacity. INSTALLER: T echnician having the"
44149 - VS 22 LOW IT-EN 1.pdf,156,maintenance_service,0.6,"knowledge, experience and qualification required to carry out the interventions. MECHANICAL MAINTENANCE TECHNICIAN: T echnician having the knowledge, experience and qualification required to carry out interventions on parts and/or mechanics. The Mechanical Maintenance T echnician can operate the machine as operator. The Mechanical Maintenance T echnician IS NOT QUALIFIED to carry out work on electrical components/systems. MAINTENANCE ELECTRICIAN: T echnician with the knowledge, experience and qualification required to carry out interventions on electrical components/systems. The Maintenance Electrician can operate the machine like as operator. The Mechanical Maintenance T echnician IS NOT QUALIFIED to carry out interventions on parts and/or mechanics. MANUFACTURER’S SPECIALISED TECHNICIAN: T echnician appropriately trained and prepared at the Manufacturer’s training centres who can: · Evaluate the type of work assigned, and recognise possible related risks · Assess the dangers associated with incorrect and negligent behaviour This manual"
44149 - VS 22 LOW IT-EN 1.pdf,157,electrical_wiring,0.4167,"GENERAL INFORMATION Original instructions in Italian Code: 44149 11 1.8 Glossary The words used are those of current technical language and, where it is deemed necessary, their meaning is provided below: WORD MEANING Generator unit T ogether formed by an internal combustion piston engine and an alternating current generator to create a self-producing electricity plant. User plant System consisting of the power supply circuits of the equipment used, including the switching, interruption, protection and sectioning equipment. Category I electrical system AC alternating current electrical system with nominal voltage greater than50 V and less than or equal to 1000 V. Load The set of numerical values of electrical and mechanical quantities that characterise the demands imposed on a rotating machine by an electrical circuit or a mechanical device, at a given instant. Thermal switch General sectioning and general interruption device consisting"
44149 - VS 22 LOW IT-EN 1.pdf,157,safety,1.0,"of a switch with automatic opening due to thermal effect. Differential switch General sectioning and general interruption device consisting of a switch with automatic opening by differential effect. Supplier Entity (e.g., manufacturer, agent, installer) that provides the equipment or services associated with the machine. Adjustment Control action whereby an output variable of the controlled system (regulated variable) is influenced by an input variable of the regulating system to achieve a specific purpose. Manual adjustment Adjustment in which the alteration of the manipulated variable is produced by man with manual intervention. Automatic adjustment Adjustment in which the alteration of the manipulated variable is produced by a regulating device (automatic regulator) without human intervention. Danger Source of possible harm or damage to the health of people or animals. Protection Guard or protective device as a safety measure to protect people from a"
44149 - VS 22 LOW IT-EN 1.pdf,157,spare_parts,0.6,"present or latent danger. Casing Part intended to ensure the protection of the machine against specific external influences. Poorly maintained connection The active parts are not completely covered with an insulation that can only be removed by destruction, the connections present an uncertainty in the connection caused by a labile tightening of the parts and by a development of oxide between the parts. This manual is the property of MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,158,safety,0.375,"GENERAL INFORMATION 12 Rev.: 1 Original instructions in Italian WORD MEANING Direct contact Contact of people or animals with active parts. Control circuit Circuit used to control the operation of the machine. Equipment General term covering materials, devices, appliances, accessories and the like used in conjunction with an electrical installation. Customer The person who purchases and installs the machine. The Customer (employer) is responsible for the correct use and safety of all personnel authorised to interact with the machine. Personal Protective Equipment (PPE) Devices designed and manufactured to be worn or held by a person to protect against one or more risks to their health or safety. Definition pursuant to Regulation 2016/425/EU Human-machine interaction Any situation (use, maintenance, etc.) in which authorised personnel find themselves interacting with the machine during its expected life. Machine Assembly equipped or intended to be"
44149 - VS 22 LOW IT-EN 1.pdf,158,safety,0.5,"equipped with a drive system other than direct human or animal power, composed of parts or components, at least one of which is mobile and solidly connected to each other for a specific application. Definition pursuant to Machinery Directive 2006/42/EC Exposed person Any person who is wholly or partly in a dangerous area. Definition pursuant to Machinery Directive 2006/42/EC Residual risk Risk which could not be eliminated or reduced sufficiently through design, and which cannot be completely avoided by integrated protective measures. Improper use Use of the machine for purposes and/or in ways other than those envisaged by the Manufacturer. Intended use Use in accordance with the information provided in the instructions for use. Definition pursuant to Machinery Directive 2006/42/EC Reasonably foreseeable misuse Use other than the one indicated in the instructions for use, but which may result from easily"
44149 - VS 22 LOW IT-EN 1.pdf,158,safety,1.0,"foreseeable human behaviour. Definition pursuant to Machinery Directive 2006/42/EC Dangerous area Any area inside and/or near a machine, in which the presence of a person constitutes a risk to the safety and health of that person. Definition pursuant to Machinery Directive 2006/42/EC This manual is the property of MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,159,technical_specs,0.5,GENERAL INFORMATION Original instructions in Italian Code: 44149 13 1.9 Unit of measurement The units of measurement adopted refer to the conventions of the INTERNATIONAL SYSTEM OF UNITS OF MEASUREMENT (SI). The main units of measurement reported in this document are listed below. Unit of measurement DESCRIPTION A amperes V volt AC alternating current CC constant current 3F + N 3 phases plus neutral Ah amp / hour Hz hertz HP horsepower (1HO = 0.736 kW) cos φ power factor kW kilowatts kWm engine kilowatts kVA Kilo-volt-amperes kg kilogrammes l litres l/h litres / hour mm millimetres m meters s seconds °C Celsius degrees LwA sound power level Lp sound pressure dB(A) decibels This manual is the property of MASE GENERATORS S.P .A.
44149 - VS 22 LOW IT-EN 1.pdf,160,technical_specs,0.25,"GENERAL INFORMATION 14 Rev.: 1 Original instructions in Italian 1.10 Assistance service For any need (request for spare parts, malfunctions, etc.), contact an authorised retailer/workshop of the Manufacturer. Always provide the following data: · Machine model and serial number · Year of manufacture · Purchase date · Operating hours · Nature of the problem or defect encountered (for example, if they are problems of an electrical or mechanical nature, related to workmanship, etc.) WARNING Only the Manufacturer’s technical staff or personnel authorised by the Manufacturer have the skills and knowledge necessary to intervene precisely and promptly. For more information refer to: www.masegenerators.com This manual is the property of MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,161,safety,0.7778,"SAFETY Original instructions in Italian Code: 44149 15 2 SAFETY 2.1 General safety warnings · Make this Manual available to all personnel authorised to interact with the machine throughout its expected life. · Read the contents of the Manual carefully before using and/or carrying out any work on the machine. · Pay attention to the safety warnings and residual risks. Compliance with the instructions provided ensures the safety of humans, machines and the environment. · Comply with and rigorously apply the indications and procedures described in the Manual. · Comply with the workplace safety regulations in force in the area in which the machine is installed and used. · Do not remove, tamper with or bypass safety devices and protections for any reason. · Do not modify the machine in any way to obtain performances other than those expected and"
44149 - VS 22 LOW IT-EN 1.pdf,161,safety,0.4286,"authorised by the Manufacturer. · Comply with the warnings on the safety plates applied to the machine. · Keep the safety labels clean and perfectly legible. · Replace the damaged plates and reposition them in the same place of origin. · Wear the personal protective equipment required by current laws regarding safety in the workplace. · Install and use the machine only in environments with adequate characteristics (adequate ventilation, absence of heat sources, etc.). · Do not smoke and/or use open flames (or tools that produce sparks) in work areas or near flammable materials. This manual is the property of MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,162,safety,0.8,"SAFETY 16 Rev.: 1 Original instructions in Italian 2.2 Safety warnings on noise As required by current laws, it is the responsibility of the customer (employer) to carry out the noise risk assessment to evaluate the exposure level of all staff. The assessment serves to identify the type of personnel exposed to risk and define the necessary prevention and protection measures. In particular, the evaluation must take into account the factors listed. · Noise sources and their relative importance · Exposure times · Exposure limit values · Amount of noise (direct and/or reflected) · Noise transmitted by structures and not by air · Interaction between noise emitted by different sources (machines, equipment, warning devices, etc.) · Availability of hearing protection devices WARNING If the noise values exceed the maximum permitted levels, it is the customer’s responsibility to: · Make compliant"
44149 - VS 22 LOW IT-EN 1.pdf,162,safety,0.6667,hearing protection devices available to personnel at risk Check the correct use of protective devices by staff This manual is the property of MASE GENERATORS S.P .A.
44149 - VS 22 LOW IT-EN 1.pdf,163,safety,0.25,"SAFETY Original instructions in Italian Code: 44149 17 2.3 Safety warnings for use and operation · Entrust the use of the machine only to qualified, appropriately trained and prepared personnel. · Use the machine only in the presence of suitable psycho-physical conditions. Unsuitable psycho-physical conditions can cause damage (even serious) to things or people. · Do not take substances (drugs, alcohol, etc.) that can alter or limit normal psycho-physical conditions. · Do not use the machine without performing the required maintenance operations. · Simulate some test manoeuvers to identify the controls and become familiar with the machine’s functions. · Stop the machine immediately in the event of failures or operating anomalies. · Do not use and/or continue to use the machine in the presence of malfunctions or operating anomalies. · Immediately report any operating anomalies or malfunctions. · Immediately report"
44149 - VS 22 LOW IT-EN 1.pdf,163,safety,0.5,"any anomalies to the devices and safety systems installed. · Use the machine only with protections and safety devices intact, correctly installed and efficient. · Do not adopt behaviours and/or operating methods that may compromise the level of safety. · Use the machine only for the uses intended by the manufacturer. · Do not place your hands or other body parts near moving parts or live elements. · Do not climb on the machine or use parts or components to improvise temporary platforms or walkways. · Do not use parts or components not specifically designed for this purpose (cables, flexible hoses, etc.) as gripping or holding points. · Wear personal protective equipment appropriate to the type of activity to be carried out. · Always wear appropriate clothing that complies with the provisions of workplace safety regulations. · Do not wear"
44149 - VS 22 LOW IT-EN 1.pdf,163,spare_parts,1.0,"clothing or accessories (bracelets, watches, etc.) that could get caught in moving parts or elements. This manual is the property of MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,164,maintenance_service,0.4,"SAFETY 18 Rev.: 1 Original instructions in Italian 2.4 Safety warnings for maintenance · Entrust maintenance only to qualified and authorised technical personnel. · Perform any interventions with the machine stopped and cut off from power sources. · Deactivate the upstream electrical power supply in case of interventions inside the machine. · Wear personal protective equipment appropriate to the type of activity to be carried out. · Inform all operating personnel before starting any intervention. · Mark and delimit the intervention areas to avoid access by unauthorised personnel. · Apply the appropriate signage to indicate “Maintenance in progress”. · Keep the intervention areas accessible and free from obstacles (tools, materials, etc.). · Adequately lock all components that could move suddenly and dangerously while performing the work. · Dismantle all components that cannot be securely locked. · Replace worn or damaged"
44149 - VS 22 LOW IT-EN 1.pdf,164,spare_parts,0.625,"components only with original spare parts. The use of non-original spare parts can alter the functional performance and safety level of the machine. · Do not lubricate moving parts with the exception of those expressly indicated. · Use only recommended lubricants (oils, greases). · Do not mix lubricants of different brands and/or characteristics. · Do not disperse fluids or polluting materials into the environment. · Dispose of fluids and polluting materials in compliance with the laws in force in the country in which the machine is installed and used. · Entrust the disposal of fluids and polluting materials (spent lubricants, batteries, etc.) to specialised and authorised centres. · Refer to the specific documentation of the products used (oils, lubricants, etc.) for information on how to use, store and dispose of them. · Use compliant containers of adequate capacity to flush"
44149 - VS 22 LOW IT-EN 1.pdf,164,safety,0.5,"out fluids from the machine (lubricant, engine oil, etc.) during replacement/change operations. · Store the containers with the fluids to be disposed of in a protected place, away from the elements and the risk of fire and/or explosion. This manual is the property of MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,165,safety,0.3,"SAFETY Original instructions in Italian Code: 44149 19 2.5 Staff training The operator authorised to interact with the machine must be adequately trained and prepared. Education and training are essential to transfer the knowledge, skills and abilities necessary to: · Use the machine correctly and in safe conditions. · Check whether the conditions exist to be able to operate safely and without risks. · Follow the provisions and procedures set out in the emergency and evacuation plan. · Correctly and safely carry out the interventions within your responsibility. The operator must carefully read the Use and Maintenance Manual to obtain all the necessary information. In particular, the operator must: · Know the location, function and use of all controls · Know the location, function and use of all safety devices · Know the functions and characteristics of the machine ·"
44149 - VS 22 LOW IT-EN 1.pdf,165,safety,1.0,Know and be able to carry out the procedures and safety measures necessary to reduce risks during the human-machine interaction. · Know and be able to follow the procedures to use the machine correctly and in safe conditions. This manual is the property of MASE GENERATORS S.P .A.
44149 - VS 22 LOW IT-EN 1.pdf,166,safety,0.9,"SAFETY 20 Rev.: 1 Original instructions in Italian 2.6 Personal Protective Equipment (PPE) · Wear the personal protective equipment required by current laws regarding safety in the workplace. · Do not wear clothing or accessories (bracelets, watches, etc.) that could get caught in moving parts or elements. · Store personal protective equipment appropriately. · Report any anomalies and/or problems regarding the state of conservation and efficiency of the protection devices. WARNING Use only compliant, intact and efficient personal protective equipment. PPE DESCRIPTION Requirement to wear gloves. Use compliant devices to protect the upper limbs against: · Mechanical risks (perforation, cutting, etc.) · Risk of contact with physical agents (radiation, heat, etc.) · Risk of contact with hazardous substances (lubricants, acids, etc.) Requirement to use safety footwear. · Use compliant devices to protect the lower limbs against: · Mechanical risks (perforation,"
44149 - VS 22 LOW IT-EN 1.pdf,166,safety,1.0,"cutting, etc.) · Risk of contact with physical agents (radiation, heat, etc.) · Risk of contact with hazardous substances (lubricants, acids, etc.) Requirement to wear protective clothing. Use compliant devices to protect the body against: · Risk of entanglement · Risk of contact with physical agents (heat, electrostatic charges, etc.) · Risk of contact with hazardous substances (lubricants, acids, etc.) Requirement to wear safety goggles. Use compliant devices to protect the eyes against: · Mechanical risks (dust, splinters etc.) · Risk of contact with physical agents (cold, heat, etc.) · Risk of contact with dangerous substances (vapours, fumes etc.) Requirement to wear hearing protection. Use compliant devices to protect the hearing against: · Risk of exposure to noise Mandatory use of respiratory protection. Use compliant devices to protect the airways against: · Risk of inhalation of dangerous substances (organic vapours,"
44149 - VS 22 LOW IT-EN 1.pdf,167,safety,0.6,SAFETY Original instructions in Italian Code: 44149 21 2.7 Safety pictographs on the machine WARNING Do not remove and/or tamper with the safety labels. Comply with the warnings on the safety plates applied to the machine. Keep the safety labels clean and perfectly legible. Replace the damaged plates and reposition them in the same place of origin. This manual is the property of MASE GENERATORS S.P .A.
44149 - VS 22 LOW IT-EN 1.pdf,168,safety,0.5333,"SAFETY 22 Rev.: 1 Original instructions in Italian REF . PICTOGRAPH DESCRIPTION 1 Risk of electrocution 2 Danger related to the use of the machine The Manufacturer has implemented design solutions and integrated protection systems to minimise risks during human-machine interaction. However, residual risks linked to normal human-machine interaction may remain. Read the Use and Maintenance Manual before interacting with the machine. DANGER You can start the machine remotely. Always check that there are no people in the operating areas before starting the machine. 3 Hot surface hazard Wait for the machine and all components that present a risk of burns to cool before carrying out any intervention. 4 Drive belt hazard Always stop operation before opening the guards. 5 Exhaust fumes contain carbon monoxide and other harmful substances. Do not use the machine in closed and/or poorly ventilated environments."
44149 - VS 22 LOW IT-EN 1.pdf,168,operation,1.0,"If installing and using the machine in closed environments, check the presence of good ventilation (natural or forced). 6 Position of the machine’s main switch. This manual is the property of MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,169,installation,0.2857,SAFETY Original instructions in Italian Code: 44149 23 REF . PICTOGRAPH DESCRIPTION 7 Position of the engine lubricating oil level check rod. 8 Earth connection location. 9 Location of lifting points This manual is the property of MASE GENERATORS S.P .A.
44149 - VS 22 LOW IT-EN 1.pdf,170,safety,0.6429,"SAFETY 24 Rev.: 1 Original instructions in Italian 2.8 Residual risks The Manufacturer has implemented design solutions and integrated protection systems to minimise risks during human-machine interaction. However, residual risks linked to normal human-machine interaction may remain. WARNING Read the Use and Maintenance Manual carefully before using it and/or performing any work on it. Compliance with the instructions provided ensures the safety of humans, machines and the environment. Wear the personal protective equipment required by current laws regarding safety in the workplace. RISK OF IMPACT AND/OR DRAGGING BY MOVING PARTS ROTATING PARTS · Use the machine only with protections and safety devices intact, correctly installed and efficient. · Wear the personal protective equipment required by current laws regarding safety in the workplace. RISK OF ACCIDENTAL STARTING ACCIDENTAL STARTING You can start the machine remotely. · Always check that there are"
44149 - VS 22 LOW IT-EN 1.pdf,170,operation,0.5,"no people in the operating areas before starting the machine. · Always stop operation and isolate the machine from power sources before carrying out any intervention (repairs, maintenance, etc.). This manual is the property of MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,171,safety,0.2857,"SAFETY Original instructions in Italian Code: 44149 25 RISK OF INHALING EXHAUST GAS CARBON MONOXIDE Carbon monoxide is an odourless, colourless, tasteless and non-irritating poisonous gas that can be inhaled until it reaches lethal concentrations in the body. The gas is produced by incomplete combustion, in the presence of low oxygen content in the environment. Inhaling the gas, even for a short time, can cause severe nausea, fainting, coma or death. · Check the integrity, tightness and efficiency of the exhaust system. · Only use the machine in the presence of a compliant and functioning carbon monoxide detector. · Do not use the machine in closed and/or poorly ventilated environments. · Pay attention when using the machine in calm seas (boat moored or anchored), as gases tend to accumulate. · Moor the boat so that the exhaust gases escape from"
44149 - VS 22 LOW IT-EN 1.pdf,171,general_information,0.2,"the side protected from the wind when using the machine near the dock. · Always consider and evaluate the presence of other people within the range of exhaust gas emissions. · T ake all necessary measures to avoid directing exhaust gases towards other vessels, buildings or people. This manual is the property of MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,172,safety,0.5,"SAFETY 26 Rev.: 1 Original instructions in Italian RISK OF BURN/SCALE HOT ENGINES AND EXHAUST SYSTEMS · Wait for the machine and all components that present a risk of burns to cool before carrying out any intervention. EXHAUST SYSTEM MAINTENANCE · Wait for the engine and exhaust system to cool before carrying out any work. HOT LIQUID AND STEAM · Stop the machine and wait for it to cool before removing the fuel tank cap. · Loosen the tank cap to release any residual pressure. · Wear the personal protective equipment required by current laws regarding safety in the workplace. RISK OF FIRE AND/OR EXPLOSION PREVENTION FROM FIRE AND EXPLOSION · Install and use the machine only in environments with adequate characteristics (adequate ventilation, absence of heat sources, etc.). · Only start the machine with the start switch, with no"
44149 - VS 22 LOW IT-EN 1.pdf,172,operation,0.3077,"loads applied. · Stop the machine before refueling. · Use only suitable fuel. · Check for the presence of good ventilation (natural or forced) to avoid dangerous concentrations of gases or vapours. · Do not smoke or use open flames when refueling. · Do not bring liquids and/or flammable materials near the machine while refueling. · Do not spill or place liquids and/or flammable materials near hot surfaces. · Clean the surfaces and/or surrounding areas perfectly from any spills. · Check for fuel and oil leaks. · Do not smoke and do not bring open flames near the battery. · Never place metallic objects between the terminals to check the battery charge level. · Do not charge the battery if it is very cold, hot or damaged. This manual is the property of MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,173,safety,0.3889,"SAFETY Original instructions in Italian Code: 44149 27 RISK OF LEAKAGE OF HIGH PRESSURE FLUIDS FUEL LEAK · Avoid direct contact with the fuel. · Periodically check the integrity and efficiency of all pipes. · In the event of contact and/or perforation from a high pressure fuel leak, take the required emergency measures. · Wear the personal protective equipment required by current laws regarding safety in the workplace. DIRT FROM THE AIR INTAKE · Avoid direct contact with dust and fragments from the air intake. · Wear the personal protective equipment required by current laws regarding safety in the workplace. RISK OF ELECTROCUTION MOVING ROTOR · Use the machine only with the protections and electrical safety devices intact and closed correctly. ELECTRICAL GROUNDING EQUIPMENT · Check the conformity of the electrical system and all electrical connections (earthing, diverter switch, etc.)."
44149 - VS 22 LOW IT-EN 1.pdf,173,electrical_wiring,0.6207,· Entrust the execution of work on the system and electrical components only to qualified and authorised technicians. · Cut off the machine from power sources before carrying out any work. DISCONNECTION OF THE ELECTRICAL LOAD · Disconnect the machine from the electrical load. A high voltage transferred to the load could cause serious damage to people and the machine. · Do not use the circuit breaker in place of the line circuit breaker. This manual is the property of MASE GENERATORS S.P .A.
44149 - VS 22 LOW IT-EN 1.pdf,174,electrical_wiring,0.5263,"SAFETY 28 Rev.: 1 Original instructions in Italian BATTERY RISK BATTERY SHORT CIRCUITS · Always disconnect the battery before carrying out any type of intervention. Always remove the negative (-) terminal clamp first. After completing the work, always reconnect the positive pole terminal (+) first. · .Use only compliant and specific tools and instruments · Wear the personal protective equipment required by current laws regarding safety in the workplace. ADEQUATE VENTILATION IN THE BATTERY AREA · Do not smoke and do not bring open flames near the battery. · Check for the presence of good ventilation (natural or forced) to avoid dangerous concentrations of gases or vapours. RISK OF IRRITATION AND INJURY BATTERY ELECTROLYTE FLUID Battery electrolyte is a very corrosive acid that can cause serious personal injury. · Avoid contact with the battery electrolyte liquid. · Do not turn"
44149 - VS 22 LOW IT-EN 1.pdf,174,safety,0.6,"the battery upside down or tilt it to avoid the risk of electrolyte leakage. · Wear the personal protective equipment required by current laws regarding safety in the workplace. · In case of contact with battery fluids, take the required emergency measures. CONTACT WITH LUBRICANT LIQUIDS · Avoid contact with oils and lubricating liquids. · Comply with the methods of use and the instructions provided in the specific product documentation. · In case of contact with oils and lubricating liquids, take the appropriate measures. This manual is the property of MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,175,safety,0.6667,"SAFETY Original instructions in Italian Code: 44149 29 RISK OF EXPOSURE TO NOISE RISK DUE TO NOISE The machine is not a source of particular acoustic disturbance (sound pressure lower than 80 dB(A)). Noise phenomena with values higher than 80 dB(A) may occur in the case of: · Using the machine in environments with other sources of noise · Exposure for a prolonged period of time to the noise produced by the machine with open casings WARNING In case of exposure to noise phenomena with values higher than 80 dB(A), always wear the appropriate personal protective equipment (earmuffs). This manual is the property of MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,176,safety,0.6154,"SAFETY 30 Rev.: 1 Original instructions in Italian 2.9 Safety devices DANGER Do not remove, tamper with or bypass safety devices and protections for any reason. Do not use the machine with safety devices and protections that are not perfectly installed and efficient. DANGER Access to the internal parts of the machine (with consequent removal of the protective guards) is reserved only to the Manufacturer’s technical staff or to the staff of the Authorised Assistance Centres. 1. Emergency stop button : used to immediately stop the machine’s functions in the event of danger. 2. AC general thermomagnetic switch : protects the machine in case of short circuits and electrical overloads on the AC (alternating current) line. In the event of a short circuit or when the current supplied exceeds the nominal value, the thermomagnetic switch is triggered and cuts off"
44149 - VS 22 LOW IT-EN 1.pdf,176,electrical_wiring,0.6,"the supply of electrical current. 3. CC thermal switch : protects the machine in case of electrical overloads on the CC (constant current) line. When the current supplied exceeds the nominal value, the thermal switch is triggered and cuts off the supply of electric current. 4. Inspection doors: they can be opened and are used to access the internal parts of the machine. Each door (4) is equipped with a specific opening handle (5). This manual is the property of MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,177,safety,0.6923,"SAFETY Original instructions in Italian Code: 44149 31 2.10 Emergencies · Predict and plan a safety and evacuation plan for emergency management. · Train and inform all staff on safety measures and procedures/behaviours to adopt in case of danger. FIRE Stop the machine. · Inform the Safety Manager immediately. · Follow the provisions and procedures set out in the emergency and evacuation plan. SPILLS OF FLUIDS AND/OR MATERIALS · Stop or contain the release of the fluid/material at the source (if safe conditions allow). · Avoid direct contact with the fluid/material. · Eliminate all sources of ignition (e.g., electricity, sparks, etc.) if safety conditions allow. · Use suitable absorbent material (sand, earth, etc.) to absorb any leaked fluid/material. · Use devices with adequate characteristics to vacuum any absorbent material used. · Use suitable containers to collect the absorbent material used."
44149 - VS 22 LOW IT-EN 1.pdf,177,safety,0.25,"· Dispose of the absorbent material used in compliance with current laws. INGESTION · Call for help. · Show the product label or packaging. · Report the amount of substance ingested and the time elapsed since ingestion. · Do not perform self-care (e.g. induction of vomiting, administration of liquids, etc.) so as not to compromise and/or worsen the situation. VAPOUR INHALATION · Immediately leave the area and move to a well-ventilated place. · Call for help. ASPIRATION (INHALATION OF LIQUID) Vomiting caused by ingestion of fuel may pose the risk of aspiration into the lungs resulting in strong local irritation. · Call for help. EYE CONTACT Remove any contact lenses (if possible). · Wash with plenty of clean water for a few minutes. · Try to keep your eyelids open while washing. · Call for help. CONTACT WITH SKIN ·"
44149 - VS 22 LOW IT-EN 1.pdf,177,safety,0.5,"Wash with plenty of clean water for a few minutes. · Remove contaminated clothing (if possible). · Call for help. WARNING In the event of high pressure fluid projection and consequent contact, call for help immediately. This manual is the property of MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,178,safety,1.0,SAFETY 32 Rev.: 1 Original instructions in Italian This manual is the property of MASE GENERATORS S.P .A. Page intentionally left blank Page intentionally left blank
44149 - VS 22 LOW IT-EN 1.pdf,179,technical_specs,0.3226,"DESCRIPTION AND TECHNICAL INFORMATION Original instructions in Italian Code: 44149 33 3 DESCRIPTION AND TECHNICAL INFORMATION 3.1 Machine identification and CE marking Each machine is equipped with an identification plate with the references and instructions essential for commissioning. The identification plate is normally applied to the command and control panel of the machine. T o find the location of the identification plate, see 3.3.1 - Main components . WARNING Do not remove and/or tamper with the identification plate. If the plate is damaged and/or no longer legible, contact the Manufacturer’s Assistance Service. The figure represents an example of an identification plate. 1. Machine name 2. Machine code 3. Serial number 4. Constant power 5. Declared frequency 6. Power factor This manual is the property of MASE GENERATORS S.P .A."
44149 - VS 22 LOW IT-EN 1.pdf,180,technical_specs,0.6,DESCRIPTION AND TECHNICAL INFORMATION 34 Rev.: 1 Original instructions in Italian 7. Rated voltage 8. Rated current 9. Protection rating 10. Insulation class 11. Maximum operating temperature 12. Maximum usage altitude 13. Performance class 14. Year of manufacture 15. Manufacturer - Address 16. Weight 17. Mass 18. CE marking NOTICE The position of the identification plate on the machine is indicated in the paragraph relating to the main components. This manual is the property of MASE GENERATORS S.P .A.
